age,salary,credit_score,loan_amount,existing_loans,employment_years,monthly_income,repayment_history,approval_decision
55,69882.2,755,300811.35,0,32.7,5725.16,93,approved
65,122390.27,696,370763.01,0,27.0,9785.09,59,approved
56,109122.08,835,377435.43,2,13.1,9416.7,97,approved
34,66785.59,809,134553.89,2,10.0,5606.94,92,approved
35,68503.55,813,247461.08,3,11.6,5826.82,83,approved
51,175099.52,780,1026245.64,4,22.2,14210.22,61,approved
32,89823.59,801,260428.89,1,6.5,7136.43,88,approved
39,51177.74,623,102837.56,0,11.7,4453.36,67,approved
54,51836.59,604,72961.77,1,25.9,4140.09,62,approved
43,66828.63,744,136564.86,0,10.8,5785.19,69,approved
53,164731.25,748,568867.06,0,14.9,13112.13,75,approved
54,65354.58,828,252217.84,0,30.9,5282.29,100,approved
30,82360.01,734,154093.02,0,6.3,6608.28,74,approved
41,74749.33,790,292314.32,0,13.5,6207.78,80,approved
35,32126.4,734,82729.19,1,11.5,2603.57,61,approved
63,55921.14,691,218698.62,3,15.6,4621.14,77,approved
33,79033.68,766,335625.96,2,8.2,6298.69,68,approved
33,64249.17,708,207676.93,2,5.7,5475.19,79,approved
25,75923.62,749,94646.46,0,3.9,6475.15,76,approved
56,121418.89,792,334659.11,2,5.5,10260.06,87,approved
23,25358.78,670,70021.85,2,1.6,2188.44,75,manual_review
43,65867.82,806,228055.41,3,8.8,5512.05,96,approved
30,47551.6,655,88948.17,2,8.1,3922.28,68,approved
36,79507.16,671,182246.33,4,8.9,6767.86,76,approved
33,83224.95,776,260768.68,4,11.5,6642.22,73,approved
62,176836.26,794,625436.53,1,34.9,15023.48,89,approved
61,71454.87,770,196783.66,2,16.5,6214.47,78,approved
38,191629.83,836,582241.24,4,6.9,16419.05,94,approved
59,46276.92,798,150284.45,1,32.1,3791.24,84,manual_review
63,145390.05,779,683158.91,1,12.1,12133.1,94,approved
46,144535.51,761,673069.84,3,11.5,11882.82,78,approved
37,69056.54,400,132119.25,1,8.3,5771.72,21,approved
47,59609.36,756,174020.77,3,24.2,5170.58,79,approved
34,72393.54,677,169722.9,1,8.8,5961.57,66,approved
57,176316.69,694,639888.99,2,25.5,14189.1,72,approved
50,162768.21,783,347003.97,0,18.2,13675.64,74,approved
26,44279.25,463,120361.09,3,6.6,3693.01,0,approved
22,48882.44,638,141883.65,2,3.7,3990.51,65,approved
24,31402.36,816,73606.02,1,1.4,2580.71,100,approved
27,33802.25,718,50925.08,0,2.9,2808.8,70,approved
38,147534.52,836,703027.38,2,4.2,12235.8,97,approved
33,25519.76,309,67093.74,0,4.5,2044.81,7,rejected
24,42836.57,648,54252.16,0,2.3,3572.1,74,manual_review
58,132179.76,795,604192.05,2,15.8,11163.87,73,approved
56,114615.19,595,145803.58,2,26.2,9786.03,53,approved
30,80299.67,619,150795.77,4,7.9,6653.49,67,approved
62,198776.36,817,1033329.65,1,3.7,16944.82,100,approved
26,44431.87,702,175123.27,0,4.2,3598.34,80,manual_review
47,63501.17,724,128102.64,0,19.3,5073.31,75,approved
65,143289.12,682,279616.25,0,26.6,11423.66,49,approved
36,166989.25,838,386355.47,3,11.7,14057.3,96,approved
31,35686.56,414,52689.97,1,9.8,3011.98,19,manual_review
41,80166.6,767,276202.11,1,12.4,6437.59,100,approved
23,25782.1,718,84208.58,4,2.3,2234.4,77,approved
30,63127.07,804,133484.29,3,4.3,5483.73,95,approved
32,49736.84,689,181391.43,2,6.0,4169.27,85,approved
25,35270.64,771,72794.8,1,2.7,2955.92,82,approved
31,43647.0,802,150747.35,3,11.2,3623.28,89,manual_review
31,138805.26,742,474187.11,3,7.2,11265.75,67,approved
30,32113.42,642,60593.33,1,6.1,2756.05,58,approved
57,45038.95,838,77162.69,0,5.5,3839.97,100,approved
34,33691.63,738,121067.67,2,10.5,2814.77,74,approved
63,65019.23,678,111998.08,1,19.6,5545.49,80,approved
49,81818.1,804,150597.0,3,23.1,6515.44,64,approved
42,147908.89,729,757176.94,1,17.0,12204.51,93,approved
34,34489.23,587,39125.26,1,5.6,2945.87,55,approved
47,40765.22,682,54084.23,1,0.0,3377.29,89,approved
26,28890.29,472,45163.89,0,6.1,2396.46,34,approved
35,72191.92,755,323998.66,3,3.3,5861.46,68,approved
55,56957.39,706,143925.14,2,21.8,4879.23,85,approved
51,148917.76,841,282961.69,3,10.0,12194.47,93,approved
36,189067.47,616,380187.02,0,15.4,15060.57,63,approved
64,70873.86,822,160865.45,1,16.1,5744.09,90,approved
57,68860.4,384,109120.47,0,25.8,5463.73,13,manual_review
27,78000.45,619,87692.11,0,4.6,6340.3,59,approved
44,73253.8,726,156157.58,0,20.6,6018.39,71,approved
44,192984.96,827,417640.6,0,18.2,16414.73,98,approved
62,187912.29,723,573892.35,0,26.3,15927.86,68,approved
35,45295.32,753,133293.74,0,11.2,3654.11,71,approved
54,74270.37,643,251491.68,0,30.8,6396.15,77,manual_review
53,143233.23,833,689008.98,3,27.3,12458.17,69,approved
53,198578.06,805,1058477.82,3,6.3,17162.45,89,approved
57,50849.94,767,201434.14,0,39.0,4135.16,70,approved
29,43164.74,503,150842.77,0,5.0,3585.15,44,manual_review
55,162408.59,681,661589.64,0,17.5,13889.03,70,approved
38,29639.64,630,62885.15,1,11.6,2579.63,64,approved
58,125620.62,768,305801.48,2,14.6,10920.98,68,approved
49,118033.97,773,403873.5,1,17.9,9765.9,94,approved
22,73998.65,687,100147.28,0,2.2,6325.55,78,approved
55,113051.11,742,347723.96,3,13.6,8991.88,76,approved
51,100504.26,753,452856.81,4,23.2,8699.0,60,approved
64,103736.05,775,535549.53,2,16.8,8259.73,87,approved
39,73509.2,835,175579.89,1,13.5,5990.28,100,approved
50,91147.46,810,203120.93,2,10.1,7735.79,88,approved
65,76863.16,703,172122.44,4,15.6,6331.48,76,approved
44,82754.95,746,323473.97,2,15.4,7078.78,83,approved
36,64147.2,809,135833.16,2,9.6,5366.75,93,approved
38,68660.33,819,244924.42,1,17.2,5541.52,96,approved
30,79560.77,361,125789.37,3,7.4,6512.23,12,manual_review
50,58378.39,790,277753.58,1,26.4,5088.02,84,approved
25,36962.93,713,144863.16,2,2.7,2938.61,65,approved
38,40274.89,791,164192.18,1,9.0,3406.64,89,approved
62,47255.92,755,143823.16,2,26.9,3866.65,74,approved
49,75932.88,746,189909.82,0,23.4,6439.29,73,approved
35,67640.67,628,81652.89,0,10.7,5643.41,51,approved
41,68771.15,835,164839.27,3,5.4,5521.22,71,approved
31,176951.31,779,539863.63,2,7.7,14105.1,92,approved
46,89959.53,765,187456.66,4,18.1,7487.42,80,approved
26,59697.81,722,224706.18,3,4.3,4857.68,84,approved
56,113478.62,649,200131.11,4,24.0,9672.85,40,approved
53,153842.37,666,287539.81,0,29.5,12699.49,67,approved
43,191648.47,787,608512.17,4,13.3,16576.37,86,approved
24,30984.23,670,100878.67,4,5.7,2531.58,63,approved
43,150430.59,752,725834.83,0,23.9,12038.89,84,approved
38,46360.79,732,81102.57,3,20.0,3867.52,69,approved
27,38275.07,731,52002.22,0,5.5,3201.67,51,manual_review
31,25619.41,691,111847.64,4,8.3,2229.98,73,manual_review
34,132357.07,349,309573.87,2,6.1,11560.55,7,manual_review
54,80352.5,757,300121.94,1,14.3,6843.17,70,approved
64,73021.21,832,287759.4,1,22.6,6103.28,90,approved
41,111784.3,777,343408.62,3,19.0,8952.94,86,approved
64,109207.6,844,338031.62,1,32.1,8880.04,99,approved
35,167023.68,728,781195.35,5,10.3,13295.61,62,approved
47,75960.19,794,312128.33,2,15.9,6320.39,92,approved
60,45586.14,618,153150.98,0,6.8,3752.34,41,manual_review
48,51003.03,787,156616.07,2,19.8,4192.01,95,approved
37,76249.04,766,165484.29,4,8.0,6195.57,66,approved
35,111669.92,692,291162.99,1,6.8,9445.38,70,approved
55,169227.16,827,422478.02,2,27.2,14800.12,100,approved
23,54375.57,425,73610.24,0,2.8,4615.72,19,approved
53,137011.93,706,242729.61,2,10.6,11570.04,76,approved
54,58837.42,732,218946.02,3,23.1,5121.32,59,approved
56,194629.31,797,892024.06,4,20.0,15461.65,70,approved
28,25345.43,785,83747.26,3,5.3,2118.11,68,approved
39,196190.78,684,621577.34,3,19.0,16345.84,59,approved
42,98560.13,842,140335.77,1,11.7,8483.44,84,approved
58,59794.98,736,134428.0,3,23.5,4775.68,59,approved
43,68414.78,696,247685.88,2,8.7,5909.65,59,manual_review
59,82053.25,689,339780.8,0,17.3,7081.58,71,approved
36,183629.07,683,852439.09,0,6.2,15194.42,82,approved
23,26708.17,690,87562.91,3,3.9,2244.3,71,approved
35,157644.16,796,399499.58,1,15.9,13655.72,87,approved
56,144818.2,769,277033.02,3,27.7,11923.11,88,approved
25,33441.15,408,102795.91,0,3.5,2761.15,18,rejected
29,52484.63,361,90333.32,0,2.4,4588.88,6,approved
27,83686.07,703,395217.04,0,5.7,6903.82,64,approved
52,63953.95,786,213804.5,1,22.0,5480.78,97,approved
23,31861.33,564,79188.45,0,3.5,2657.76,51,manual_review
34,153966.88,392,284043.33,2,8.8,12352.74,26,approved
58,181983.75,734,724247.81,2,21.4,14509.15,78,approved
39,36487.62,702,48065.33,0,4.0,3117.46,86,approved
58,50107.34,774,100452.66,3,11.2,3999.21,74,approved
45,103333.21,749,298115.25,2,12.9,8337.2,100,approved
40,66609.54,608,108505.8,0,12.5,5282.86,51,approved
49,141173.01,768,444485.43,2,17.9,12192.15,76,approved
27,60854.29,691,178980.32,3,4.5,4958.84,62,approved
33,75806.72,834,297503.47,2,11.3,6274.72,100,approved
26,30143.5,575,45083.15,1,5.2,2486.77,45,manual_review
61,72035.7,753,383599.22,0,25.0,5864.53,70,manual_review
39,31143.07,755,118677.71,0,11.4,2480.82,78,approved
24,74295.21,786,283171.62,2,3.1,5882.64,94,approved
60,60112.76,641,140022.88,1,17.9,5234.38,50,approved
36,52915.81,770,87663.08,2,9.6,4393.7,89,approved
23,30219.09,606,91788.07,0,2.2,2517.14,71,approved
22,25110.55,584,34122.31,2,2.0,2109.79,44,approved
34,70749.86,696,170262.26,4,16.0,5640.32,74,approved
62,64166.62,707,172804.4,3,9.3,5512.21,75,approved
24,65794.1,357,179779.46,2,2.8,5245.15,35,approved
60,61720.39,782,233274.07,3,26.6,5195.49,100,approved
27,27250.76,772,85568.92,3,2.6,2309.77,95,approved
52,52513.79,672,89178.28,1,22.3,4198.34,56,approved
58,120722.44,824,243762.25,0,22.4,10436.7,69,approved
62,180642.92,809,671416.32,3,27.2,14733.34,82,approved
33,31698.56,784,115051.53,1,7.5,2669.61,100,approved
50,193240.68,803,643110.99,1,24.3,16881.77,100,approved
35,181881.69,807,722529.34,4,11.1,14881.37,100,approved
45,54524.48,762,169043.58,2,23.7,4674.39,84,approved
50,48932.39,791,239226.23,1,19.4,4230.57,87,approved
60,116485.82,676,416019.09,1,11.9,9302.9,77,manual_review
62,86374.09,785,187710.75,4,28.9,7400.67,70,approved
23,73433.5,754,146158.65,3,3.5,6286.44,78,approved
22,30100.54,716,76789.03,0,1.8,2385.26,61,approved
33,116420.39,706,289105.82,1,5.0,9993.97,71,approved
49,50805.33,583,194162.43,1,27.2,4121.2,50,approved
49,174975.73,818,652385.4,2,18.0,15021.27,69,approved
64,63885.96,700,297534.78,0,16.4,5322.35,73,approved
30,36864.04,675,108420.25,2,7.8,2994.32,75,approved
44,58667.03,719,115846.69,2,16.2,5019.78,73,approved
30,35123.62,671,103133.4,2,8.7,3070.83,81,approved
38,59173.81,595,78088.72,0,20.0,4833.73,57,approved
35,49503.18,843,188378.36,1,12.6,4150.06,100,approved
41,68153.41,769,326828.14,3,14.3,5695.88,81,approved
65,61496.22,719,240011.07,4,18.5,5157.95,44,approved
22,44377.94,734,176754.73,0,2.7,3649.64,78,approved
29,51153.13,637,126772.25,2,6.6,4117.89,64,approved
23,69322.69,766,201242.93,0,1.5,5933.47,77,approved
57,78680.04,794,478011.71,3,22.6,6878.02,93,approved
62,71773.11,705,321573.6,1,15.8,6277.04,76,approved
63,52863.47,766,158052.2,4,13.5,4606.95,72,approved
60,170185.3,836,826386.81,2,28.4,14345.02,100,approved
28,29440.19,400,89865.64,0,6.6,2371.01,30,rejected
55,73942.48,848,156481.6,1,18.5,6467.89,98,approved
61,108666.13,749,367356.31,2,34.6,9503.3,73,approved
45,81775.13,795,225219.46,1,15.8,6724.26,84,approved
50,131113.09,780,417657.8,2,20.2,11001.55,81,approved
33,63909.68,778,248564.32,2,8.3,5390.95,80,approved
62,150308.03,743,496213.61,4,8.1,12479.06,82,approved
35,31328.41,649,73694.96,0,9.8,2697.08,61,approved
27,59941.65,794,136068.61,2,4.6,4898.84,80,approved
33,191328.66,815,792099.7,1,10.1,15459.15,92,approved
46,45612.74,750,203505.46,3,19.4,3759.27,76,manual_review
32,47316.9,633,49054.71,2,4.8,3840.82,56,approved
56,143740.44,748,587209.11,3,21.5,11997.73,87,approved
37,123225.39,832,256784.11,4,19.0,9910.9,80,approved
25,30520.97,613,50740.53,1,4.7,2666.09,62,manual_review
60,137351.3,756,307088.24,0,33.1,11644.61,74,approved
61,151026.79,675,476839.76,2,22.1,12722.27,63,approved
29,56936.64,743,204668.52,2,3.5,4764.38,69,approved
30,73496.75,760,259312.92,3,6.1,6263.9,72,approved
48,93497.54,838,163050.95,0,12.5,7404.66,100,approved
22,34413.46,728,111837.45,4,2.8,2920.12,77,manual_review
32,81134.45,784,340963.55,2,9.8,6705.19,83,approved
29,28552.08,583,46317.03,1,5.5,2268.67,57,approved
45,185048.85,714,461687.51,0,15.8,14960.0,71,approved
36,47578.98,696,195391.67,2,6.8,4060.57,65,approved
33,35843.11,715,88223.15,4,5.0,3102.46,61,approved
58,117888.75,821,529937.49,2,25.5,9692.18,83,approved
46,116986.21,700,342332.63,1,16.3,10222.29,74,approved
52,72454.26,320,130762.99,0,18.3,6058.23,3,approved
40,65899.97,826,111275.85,3,10.9,5610.49,79,approved
62,112682.9,769,409976.35,2,4.0,9635.22,86,approved
54,187786.2,844,802222.17,0,20.5,14919.15,87,approved
59,173727.33,807,655195.01,0,32.4,13859.92,89,approved
61,179424.07,732,547274.18,1,22.2,15623.18,83,approved
23,41159.42,549,40927.6,0,2.7,3442.75,40,approved
56,82533.66,780,186686.8,2,32.9,7068.19,92,approved
50,96503.0,688,229519.47,1,16.7,7746.2,87,approved
39,47289.41,813,149063.56,1,20.5,3862.44,88,approved
24,30850.15,714,60731.74,1,4.0,2672.9,69,approved
31,151600.44,674,375577.45,3,6.8,12021.41,66,approved
56,45495.63,766,143851.58,0,25.5,3906.4,81,approved
36,75930.95,528,270981.27,1,8.9,6081.23,40,manual_review
38,60839.18,826,231936.73,1,6.9,5232.95,100,approved
28,37036.57,662,104874.03,1,7.8,3222.83,59,manual_review
49,88247.81,835,280580.71,3,22.0,7596.1,100,approved
65,62510.21,608,135395.17,1,24.1,5022.05,47,approved
44,166846.02,743,295963.52,2,14.7,14334.98,89,approved
56,154421.11,790,661130.93,0,12.7,13396.42,87,approved
40,93524.61,740,146712.9,1,19.8,7800.97,91,approved
47,106890.42,797,260286.47,2,6.2,8988.33,86,approved
35,165826.95,824,329669.88,0,9.0,13513.32,100,approved
52,66861.81,848,297730.06,1,15.1,5785.32,100,approved
59,182174.78,746,482062.99,0,20.5,15104.83,58,approved
64,71324.58,688,260652.04,0,26.1,6177.63,66,approved
38,119213.9,775,558228.32,0,13.4,9578.45,95,approved
32,62677.32,715,183015.29,0,5.8,5100.27,79,approved
60,176133.23,757,562267.23,2,25.4,14919.37,77,approved
35,124415.45,746,299564.86,2,8.1,10485.87,64,approved
44,193539.88,822,431534.1,2,15.0,15754.5,86,approved
61,47081.63,789,194950.87,2,28.1,3749.25,76,approved
60,160769.62,845,435254.13,3,10.1,13492.13,97,approved
44,63107.98,779,160165.37,0,21.2,5118.89,87,approved
42,63457.29,698,139167.08,2,18.6,5357.88,58,approved
50,87153.1,742,392433.43,2,20.2,7235.34,73,manual_review
42,39381.17,593,146896.48,1,14.5,3406.29,63,approved
35,63722.34,763,329813.46,3,14.6,5115.18,66,approved
62,80114.41,798,397978.0,1,14.1,6976.61,90,approved
37,141638.65,820,269492.65,2,18.0,11305.85,84,approved
56,135477.64,834,507391.05,0,34.5,11044.54,64,approved
57,56453.6,751,264483.75,1,30.4,4793.7,94,approved
49,163875.22,663,485737.46,1,19.7,14144.88,59,approved
49,55764.01,648,111626.71,1,14.9,4687.42,68,approved
56,188961.14,742,563865.96,1,24.6,15854.97,67,approved
64,153305.5,834,653959.24,2,26.4,12588.48,99,approved
39,170153.57,755,827107.93,3,16.0,14839.26,67,approved
41,69389.56,779,159731.77,2,11.4,6018.47,89,approved
24,53911.16,485,105404.94,1,2.4,4355.38,46,manual_review
60,84735.11,737,343183.99,2,22.5,7192.34,79,approved
25,41899.55,770,181346.61,3,5.9,3638.32,84,approved
36,68734.6,746,292878.56,1,12.8,5708.84,73,approved
36,177796.65,779,448328.16,0,12.4,15553.43,79,approved
41,47359.42,671,86310.96,1,18.5,3803.2,73,approved
42,175399.83,707,331992.81,1,14.8,13976.54,69,approved
62,71815.92,785,265764.22,0,33.7,6140.69,96,approved
45,134424.92,808,570450.4,2,17.2,10976.86,99,approved
41,64329.44,609,176244.7,3,14.4,5361.16,65,approved
46,164842.15,685,646681.99,0,8.9,13305.8,66,approved
25,38927.22,755,188448.47,1,5.9,3204.9,99,approved
49,120021.04,636,239559.45,1,18.7,10449.0,62,approved
40,73009.93,769,283378.16,1,12.2,6289.59,98,approved
62,56596.24,716,159922.02,0,26.7,4626.48,78,approved
41,184867.22,834,1025298.89,2,16.9,16024.6,100,approved
34,77431.39,583,96553.34,0,6.7,6418.03,59,approved
61,150243.5,798,746882.75,2,18.4,11936.47,89,approved
42,45853.08,711,168050.56,3,12.4,3741.66,83,approved
61,80126.63,823,147946.04,1,19.3,6627.01,79,approved
23,83074.41,607,144253.45,1,2.4,6720.18,70,manual_review
64,174454.3,781,444750.65,4,25.9,14147.35,73,approved
45,132573.75,818,440304.92,1,18.0,11286.61,90,approved
47,116719.7,713,261238.64,2,28.6,9969.05,94,approved
64,140848.27,784,481228.71,4,24.0,11424.57,87,approved
65,121645.06,729,471594.37,5,21.7,10167.06,71,approved
65,69197.73,724,171821.5,0,19.8,5763.61,75,approved
23,46343.08,742,181445.84,1,2.7,3852.63,65,approved
65,58316.22,789,212271.0,2,15.6,5046.65,94,approved
43,26115.61,828,52580.77,3,12.5,2219.52,85,approved
59,131372.98,761,407906.43,3,39.8,10795.42,70,approved
37,48453.23,797,164107.19,2,14.6,4164.76,90,approved
56,81475.81,673,189847.11,1,7.7,6954.46,66,approved
47,47233.24,702,84928.51,1,9.5,3993.34,74,approved
31,58640.9,765,158093.27,2,8.4,4994.09,80,approved
56,64783.71,705,209566.6,0,9.8,5286.18,61,approved
24,59419.3,748,278752.54,0,3.2,4786.79,85,approved
55,142088.31,710,357832.45,3,31.8,12313.96,82,approved
43,102156.12,726,271042.16,1,22.1,8855.24,68,approved
33,57453.67,742,65249.51,4,12.4,4939.39,62,approved
51,55690.49,664,266679.9,1,12.0,4467.0,63,manual_review
55,80138.37,775,166802.59,1,26.3,6633.28,85,approved
46,73777.1,705,122957.86,1,18.0,6221.77,58,approved
39,197219.24,782,894127.54,0,11.8,16338.91,76,approved
48,45648.81,717,125269.57,2,19.5,3938.24,67,approved
52,190913.06,754,484041.45,0,29.2,16609.22,98,approved
48,145588.4,672,384023.56,3,9.9,12245.35,74,approved
47,152545.54,775,280333.63,0,17.8,12434.19,81,approved
61,79217.96,747,140793.01,2,13.8,6334.48,87,approved
60,86156.55,746,187995.74,2,31.0,7408.46,87,approved
42,37062.63,629,44250.55,3,13.2,3007.03,40,manual_review
45,170179.1,713,206356.11,3,14.3,14727.43,64,approved
42,59877.85,594,159248.59,0,14.5,5186.88,63,approved
43,44310.0,717,221209.64,4,9.2,3861.38,60,manual_review
30,131203.39,844,461314.8,3,7.3,11074.15,100,approved
43,45547.53,811,236255.26,0,15.4,3669.61,80,approved
31,47982.95,810,170814.75,0,7.3,3858.32,100,approved
57,106956.11,743,172066.5,0,25.8,8886.77,81,approved
27,29579.0,616,38277.16,1,8.1,2586.27,57,approved
46,56215.55,702,156707.07,4,15.6,4678.36,63,approved
58,92695.71,772,391763.1,0,22.5,7822.23,97,approved
28,38834.7,621,143601.51,0,10.0,3357.19,49,manual_review
39,71940.5,713,189792.71,1,12.2,5845.97,73,approved
50,151651.96,683,445810.09,0,28.8,13237.49,66,approved
58,49181.55,641,173927.0,3,25.8,4050.94,52,manual_review
25,29904.83,659,57659.81,2,5.1,2541.27,59,manual_review
48,195515.37,683,464373.0,0,16.7,15596.14,69,approved
58,43362.8,674,180911.55,0,1.7,3708.04,62,approved
30,79857.2,742,194531.12,4,4.4,6931.27,57,approved
62,57060.12,762,211441.69,0,26.7,4614.02,94,approved
61,142104.72,787,383910.98,1,30.8,11511.81,79,approved
22,37016.21,688,124170.21,3,3.6,3040.48,42,approved
34,121898.29,798,554958.37,2,11.9,10076.98,94,approved
41,28800.34,583,51514.48,2,12.4,2484.08,51,approved
58,70619.59,694,239412.95,2,14.4,5623.36,61,manual_review
52,56233.68,766,234936.18,2,26.0,4482.28,85,approved
48,59470.0,831,187613.61,3,20.6,5124.54,86,approved
30,120569.2,790,226611.16,1,6.3,10339.39,87,approved
52,59045.8,718,277057.89,4,27.5,5008.59,72,approved
36,77151.01,824,370742.18,3,3.0,6290.06,86,approved
29,70239.85,675,163349.96,1,4.2,5584.09,51,manual_review
56,62735.19,830,169510.33,1,32.2,5419.38,100,approved
33,75574.76,711,214950.63,1,6.6,6277.56,62,approved
59,92884.62,782,234671.85,1,10.7,7952.15,100,approved
32,36428.83,715,124270.7,1,5.9,3165.51,93,approved
38,29371.94,658,72982.71,1,9.7,2435.99,45,approved
39,34844.61,680,108039.13,0,8.0,2823.54,55,approved
28,39226.11,834,69279.08,0,6.3,3127.73,94,approved
53,102290.54,842,297947.55,2,25.3,8646.0,100,approved
51,118055.71,684,282771.61,0,28.0,9686.93,80,approved
47,130763.09,829,678197.88,1,24.4,10648.19,77,approved
24,42328.88,728,169653.4,0,1.6,3365.15,78,manual_review
45,131355.7,689,297209.92,3,20.2,11279.07,70,approved
25,56699.37,803,222335.6,2,2.0,4898.22,89,approved
43,54788.49,304,138643.82,0,8.8,4340.68,6,manual_review
64,66051.39,810,153485.1,1,18.6,5329.47,93,approved
39,51258.12,781,92211.16,1,17.4,4153.94,97,approved
59,152941.67,691,547515.94,3,39.3,12953.18,77,approved
26,37482.91,425,119336.25,0,5.1,3227.79,23,approved
45,68952.66,734,167681.73,2,21.4,5570.48,80,approved
48,60404.87,740,180625.97,0,10.1,5057.59,51,approved
23,32408.85,633,53104.09,2,4.0,2824.57,66,approved
43,57614.5,715,176761.43,4,10.9,4883.14,67,approved
39,83611.74,764,458471.02,2,7.8,7242.27,78,approved
43,36513.71,776,103959.55,0,11.1,3168.74,70,approved
56,99173.23,581,340300.88,1,21.4,8090.04,39,approved
29,72463.91,359,131001.94,1,6.9,6263.76,12,approved
23,34287.39,408,58431.54,1,3.6,2795.19,20,approved
24,33643.08,746,130423.7,2,2.2,2681.26,69,manual_review
38,101922.23,815,388385.71,1,19.9,8581.01,96,approved
32,137959.4,769,496825.67,1,9.4,11540.94,88,approved
23,43182.8,826,179368.69,1,4.1,3455.06,100,approved
56,57762.53,658,233263.79,2,16.9,4971.06,77,manual_review
44,148223.84,775,606183.47,2,15.6,12019.11,90,approved
56,78189.05,676,302244.73,3,24.7,6342.88,65,approved
51,58808.81,688,237575.67,0,31.5,5105.79,65,approved
49,135159.4,798,506301.39,0,22.4,11509.82,91,approved
52,194476.36,793,602962.05,3,30.1,16663.95,79,approved
50,97017.94,751,423663.85,0,16.1,8443.36,83,approved
43,55824.26,744,122685.31,1,14.1,4468.47,91,approved
49,120391.82,837,271172.65,1,12.2,9884.09,100,approved
60,148051.06,758,483832.82,3,18.7,11756.03,83,approved
49,81659.36,735,190782.19,2,17.4,6561.89,76,approved
32,156631.01,693,539402.68,3,5.1,12708.8,72,approved
33,65142.02,648,119781.05,3,7.7,5561.87,61,approved
28,40054.14,640,72522.99,0,6.2,3280.59,78,approved
54,56682.79,834,209415.81,1,14.6,4768.95,86,approved
52,67195.59,764,187934.75,0,30.4,5614.69,93,approved
61,76334.37,603,242706.09,0,30.9,6228.88,52,approved
54,51122.78,784,129413.68,1,25.3,4427.13,93,approved
51,136886.42,845,437450.54,2,16.5,11593.88,99,approved
47,80872.99,778,237591.48,4,15.5,6796.8,88,approved
51,184719.69,788,818898.64,1,15.3,15084.78,98,approved
64,47403.39,704,101319.02,3,21.7,4066.84,68,manual_review
33,114935.55,757,419775.91,0,8.3,9649.22,69,approved
28,27916.4,812,84960.83,1,7.3,2411.68,91,approved
63,127239.57,784,607426.88,1,27.2,10606.08,96,approved
24,41269.47,443,88109.01,0,2.9,3395.7,33,rejected
29,66761.41,692,267905.23,2,7.7,5469.79,70,approved
53,73185.35,749,257287.59,1,13.8,5933.0,77,approved
56,51104.52,801,140424.83,1,27.4,4294.29,86,approved
41,157959.91,796,396021.06,3,18.8,13230.84,84,approved
53,96374.93,701,482004.21,1,11.0,8406.05,66,approved
34,63586.32,737,277219.01,0,8.8,5417.14,80,approved
48,149767.74,778,514282.1,0,13.0,12302.23,79,approved
26,56585.12,812,341459.86,3,4.6,4847.71,90,approved
44,53092.6,632,68262.99,4,16.6,4207.56,41,approved
42,53496.77,847,155660.41,0,14.4,4508.14,93,approved
27,35683.81,680,137565.47,1,4.9,3026.58,65,manual_review
28,38517.27,843,223292.53,1,5.6,3307.35,96,approved
65,123754.45,835,273379.07,3,23.5,10335.09,84,approved
32,45287.48,596,55792.7,1,8.9,3856.01,66,approved
54,64607.28,779,224536.6,0,27.5,5175.62,84,approved
60,48711.53,607,87683.7,1,31.7,4132.8,67,approved
44,70518.99,701,134072.68,1,14.4,6033.22,65,approved
41,35643.28,766,84693.8,1,10.1,3116.25,87,approved
43,41369.47,803,107665.22,1,8.6,3564.87,91,approved
24,38428.72,691,130511.38,0,4.9,3221.9,80,approved
39,73798.78,731,191972.17,3,13.3,6244.61,74,approved
55,75648.51,806,269874.83,2,14.4,6320.47,95,approved
50,110955.81,766,333853.12,0,17.4,9638.69,80,approved
62,60593.21,534,103345.77,0,25.9,4864.53,51,manual_review
53,186526.16,821,360184.85,2,19.2,14987.31,93,approved
60,51989.66,828,123832.39,1,24.2,4547.25,94,approved
64,96863.22,801,376317.44,4,13.9,8197.0,92,approved
25,38829.94,306,52193.81,1,6.6,3079.66,0,rejected
31,25475.17,699,85437.12,0,5.6,2107.99,77,manual_review
57,67287.82,691,156531.19,2,22.2,5821.79,66,approved
53,67334.07,690,253214.77,0,22.4,5333.37,80,manual_review
52,198472.44,682,311044.48,2,24.2,16458.07,89,approved
32,153888.51,681,476253.31,1,6.6,13065.58,51,manual_review
46,105061.47,825,384970.42,1,21.3,8438.52,87,approved
34,43174.89,672,89502.0,0,7.7,3625.8,55,manual_review
24,57668.06,763,136424.35,3,3.5,4722.64,62,manual_review
48,45357.31,713,129994.83,0,16.5,3624.72,73,approved
52,96269.71,702,372877.29,1,22.1,8158.99,81,approved
41,58014.1,742,272015.78,2,7.4,4726.42,84,approved
39,80116.45,744,311615.86,3,5.1,6901.99,70,approved
39,149142.48,836,556145.07,4,11.0,12223.82,84,approved
25,61990.49,755,217990.47,1,3.5,5022.57,91,approved
39,28363.22,812,130107.71,4,11.0,2289.45,87,approved
60,151895.98,758,464280.91,2,32.0,13118.28,81,approved
54,181344.72,704,331638.96,0,22.9,15206.74,73,approved
63,81607.9,733,232893.66,3,36.3,6650.73,53,approved
22,79112.42,826,281751.62,2,2.0,6888.1,82,approved
