age,salary,credit_score,loan_amount,existing_loans,employment_years,monthly_income,repayment_history,approval_decision
51,83995.87,723,123322.44,3,33.0,6907.42,79,approved
29,36834.29,844,78135.96,2,6.4,3001.57,100,approved
49,180563.89,737,641558.26,2,6.3,14435.27,96,approved
27,27161.36,533,38628.27,1,3.3,2261.08,57,manual_review
61,74336.24,772,192109.82,1,20.2,6034.2,95,approved
35,132152.48,641,303750.25,0,12.3,11325.5,57,approved
29,74504.56,790,197004.98,3,10.0,6470.79,83,approved
54,128359.96,752,453554.15,3,34.4,10745.98,67,approved
30,106781.88,712,298260.15,1,6.3,9175.54,56,approved
28,54223.0,467,57019.23,1,9.3,4522.13,42,approved
63,76108.1,604,147509.93,3,18.2,6313.7,47,approved
47,194839.95,818,344266.93,0,26.1,15531.93,93,approved
47,89824.78,725,363906.79,0,20.6,7735.38,58,approved
48,141766.4,787,233740.14,0,22.0,11455.78,84,approved
47,79018.25,756,227042.4,0,11.1,6585.97,72,approved
24,64661.57,762,176569.47,2,4.9,5204.65,80,approved
61,94961.33,659,370547.17,1,32.2,7690.13,82,approved
38,80112.6,710,111572.11,3,13.4,6437.66,74,approved
57,150429.25,794,338611.48,2,17.0,12265.87,94,approved
42,49534.68,811,114384.45,1,14.7,3971.02,83,manual_review
36,82120.81,752,200568.58,1,10.4,6776.88,73,approved
41,84148.69,802,344515.64,2,19.1,7018.61,83,approved
28,61747.68,477,193657.41,0,4.4,5072.03,38,manual_review
57,161962.23,791,448148.18,4,21.0,13902.45,79,approved
36,64378.85,651,159788.09,3,10.3,5243.21,44,approved
52,180941.28,793,405156.23,2,18.9,14540.04,80,approved
41,48733.21,679,161603.52,1,8.4,4087.79,74,approved
27,31688.75,768,58817.94,3,6.0,2746.25,74,approved
49,134824.5,746,523128.44,3,16.8,10824.42,79,approved
60,91745.49,755,280997.37,0,11.0,7546.32,89,approved
60,176841.38,758,364148.69,4,40.0,14597.43,64,approved
50,177753.78,709,530046.93,0,26.9,14164.75,62,approved
63,104067.51,684,278170.88,1,7.0,8347.79,64,approved
48,189420.66,748,835420.96,2,21.2,15721.62,100,approved
57,73223.46,802,249534.63,0,25.2,5854.11,74,manual_review
34,42427.28,737,114094.61,0,4.3,3611.51,75,approved
42,80743.99,676,137261.36,1,7.9,6814.26,54,approved
40,44318.88,766,126893.8,4,12.1,3845.42,72,approved
24,48946.99,589,111156.29,2,1.4,3979.67,58,manual_review
42,62090.68,643,128202.85,2,7.7,5014.82,57,manual_review
35,90208.94,765,410634.73,3,5.7,7412.18,80,approved
34,63025.93,733,166816.51,2,12.4,5112.54,65,approved
60,99588.56,842,210602.47,1,18.1,8487.76,100,approved
33,68902.13,675,254105.56,1,7.9,5999.85,69,manual_review
62,48427.87,692,159448.14,2,23.2,4054.9,85,approved
50,104328.07,829,341225.9,1,25.3,8849.88,94,approved
28,42759.48,619,92414.66,2,3.8,3652.16,66,approved
28,28634.05,563,39856.0,2,6.8,2427.39,56,approved
52,176867.13,838,665561.62,1,13.6,14737.81,100,approved
39,61939.8,749,217719.86,1,14.5,4959.68,98,approved
62,153989.8,767,298941.04,2,40.0,13161.61,94,approved
28,71221.48,784,239455.07,1,10.0,6152.72,98,approved
43,98712.97,759,334986.69,1,15.2,8271.58,76,approved
63,49862.92,779,105808.3,3,27.9,4051.57,75,approved
27,39614.0,808,195356.62,2,4.4,3249.46,100,manual_review
31,57903.46,645,173449.85,0,6.7,4939.2,59,approved
33,71142.33,711,207296.32,0,7.4,5955.93,65,approved
39,51918.76,687,159424.41,2,17.2,4304.2,51,approved
47,149690.98,838,251631.41,1,14.9,12675.29,96,approved
55,182893.1,748,320570.32,3,21.4,14908.66,80,approved
27,80069.77,691,362584.24,0,6.6,6691.77,75,approved
33,133925.06,694,188018.11,0,15.0,11298.75,73,approved
23,45795.02,664,81524.04,3,3.9,3772.46,61,approved
59,120185.71,832,556168.12,1,30.6,10505.96,89,approved
41,61747.7,741,215020.58,1,10.1,5143.93,87,approved
46,164011.69,756,689988.47,3,20.4,13722.67,73,approved
48,63449.36,619,190734.52,1,10.0,5048.0,52,manual_review
41,109395.02,718,172848.77,3,9.7,9283.58,64,approved
38,63138.89,764,238805.44,1,7.5,5102.15,70,approved
35,33224.32,627,64203.21,0,5.2,2837.64,58,approved
46,55331.11,596,123150.02,2,17.4,4612.37,67,approved
49,81304.72,583,89952.87,3,19.4,7079.81,42,approved
53,86330.92,747,316346.63,1,27.6,7384.64,72,approved
54,114621.97,800,337061.76,3,15.4,9447.91,84,approved
37,37287.22,613,72985.25,1,8.1,3033.12,63,manual_review
54,169041.42,741,420466.32,1,21.6,13881.35,73,approved
46,102649.99,646,153332.44,1,17.6,8501.8,55,approved
57,93605.75,591,255697.72,0,16.8,7501.3,65,approved
47,162371.17,716,531533.84,3,22.0,12865.18,46,approved
37,39892.96,813,102897.73,0,11.1,3367.22,87,approved
35,182247.72,800,734319.13,2,11.4,15554.7,100,approved
32,33215.94,674,142256.56,4,2.0,2770.72,45,approved
48,166789.63,697,334182.49,2,18.0,14371.45,77,approved
58,61979.02,581,102474.6,3,32.5,4982.61,49,approved
23,26428.12,750,101924.14,1,3.3,2185.88,84,manual_review
28,42690.02,761,106392.11,0,7.9,3622.83,100,approved
49,114072.21,780,398568.29,2,15.9,9332.13,92,approved
29,43974.98,624,67577.98,1,6.5,3542.05,49,approved
48,104445.81,807,338636.42,2,16.1,8687.27,100,approved
30,30319.13,766,105211.83,1,9.9,2599.63,85,manual_review
48,89519.26,768,336806.22,2,14.9,7202.06,98,approved
44,61518.66,817,131797.81,1,15.3,5017.56,100,approved
55,61283.78,757,141003.65,0,26.9,5047.42,88,approved
54,49891.85,614,123091.14,1,19.5,4362.24,48,approved
26,32299.68,818,116452.15,3,5.6,2586.31,99,approved
46,70050.59,758,189721.31,1,15.9,5851.5,71,approved
64,158824.43,826,589900.13,2,36.9,13249.05,99,approved
49,191047.87,787,966189.66,2,11.0,16695.44,83,approved
52,196167.94,680,417131.93,2,28.4,15999.92,64,approved
61,53370.95,801,119472.75,0,40.0,4627.62,81,approved
59,150831.92,673,512038.52,2,23.4,12941.22,84,approved
64,181980.75,747,478071.03,2,15.2,14788.63,75,approved
65,72615.2,747,136555.28,1,25.6,6151.17,80,approved
58,198718.78,759,617250.55,1,24.6,17222.54,68,approved
30,93610.28,711,140391.53,0,10.0,7815.14,77,approved
64,69254.7,784,265639.14,2,30.5,5735.64,78,approved
53,178871.1,776,565578.08,4,13.3,15432.98,77,approved
30,69444.16,839,386880.26,0,10.2,5517.7,100,approved
60,49386.68,613,150847.83,2,21.9,4114.73,41,manual_review
39,31424.33,728,130369.32,1,12.7,2679.01,67,manual_review
63,144097.61,842,659007.03,1,23.5,12513.7,90,approved
44,120873.51,719,235797.35,1,15.2,10403.69,74,approved
57,73018.33,691,161349.26,0,18.5,6352.02,64,manual_review
43,53013.4,805,210473.43,3,17.9,4373.11,66,approved
37,47888.86,762,133332.16,0,8.6,3921.6,69,approved
43,113684.45,694,615863.2,1,13.8,9379.8,70,manual_review
42,30930.25,622,92383.79,1,13.9,2654.07,56,manual_review
56,123489.11,750,215401.17,4,16.6,10181.59,70,approved
35,178982.63,830,648427.99,1,17.0,14899.77,92,approved
40,30497.34,821,180611.88,1,14.5,2653.57,99,manual_review
31,46971.63,682,198031.45,1,4.6,3727.32,60,approved
56,48261.04,457,80861.4,0,27.1,4073.79,16,manual_review
54,125855.11,747,352938.39,1,11.4,10676.92,85,approved
61,194257.36,759,867321.17,1,33.1,15517.96,87,approved
34,73008.4,820,306725.63,1,12.8,6197.76,86,approved
60,114344.77,717,235588.35,2,29.0,9648.14,74,approved
28,70295.89,816,113536.04,0,2.9,6134.02,94,approved
64,180105.06,833,740748.63,2,34.7,14753.18,96,approved
44,68158.79,828,116649.46,2,15.6,5432.15,91,approved
37,36433.29,794,135183.75,1,11.9,2904.66,83,approved
36,75389.04,755,319549.58,4,18.0,6387.57,64,approved
34,69694.85,737,130384.07,3,9.4,5686.7,63,approved
38,61764.22,776,204861.37,4,12.1,5324.65,100,approved
54,82572.41,794,443464.16,4,20.2,6724.57,82,approved
62,119541.38,803,348142.79,0,26.7,9985.19,96,approved
27,41541.82,802,162127.29,0,5.1,3369.52,74,approved
23,82653.61,760,214670.69,1,1.9,6828.72,74,approved
58,48340.43,716,137036.75,1,19.9,4129.71,65,approved
34,58972.02,765,105571.45,1,12.9,5084.78,84,approved
28,33238.78,638,35496.62,3,4.2,2713.16,73,approved
44,78997.57,791,308357.51,2,9.9,6284.54,82,approved
45,85727.51,770,502575.59,4,16.5,7219.47,66,approved
30,47506.32,714,194368.51,1,8.0,4153.52,73,manual_review
30,143100.82,696,400571.94,3,5.5,11455.02,55,approved
37,57462.95,726,248632.44,1,10.8,4667.96,64,approved
32,46953.83,745,56016.67,3,10.7,3827.57,77,approved
47,54910.82,787,92255.12,2,14.6,4378.96,85,approved
35,174520.25,794,943819.37,1,15.0,14965.02,85,approved
30,39170.65,708,134559.86,3,8.4,3249.66,68,approved
47,66316.38,750,133393.55,1,24.5,5744.36,92,approved
43,28953.58,785,101803.2,3,11.6,2489.4,69,approved
51,83223.2,740,180311.0,1,19.7,6652.92,66,approved
58,156237.68,841,908365.46,2,25.7,13136.72,91,approved
65,78961.94,678,279880.07,4,35.2,6624.58,60,approved
64,195744.71,835,648717.37,0,22.0,15594.75,100,approved
63,190995.41,794,826449.91,3,26.3,15245.63,74,approved
47,135538.56,694,422821.94,3,16.6,11317.0,79,approved
61,64291.04,774,155017.06,2,7.8,5324.1,89,approved
37,139342.22,782,300794.27,0,19.0,11817.09,100,approved
27,74473.1,794,178755.94,1,4.8,6380.34,74,approved
64,155902.87,700,437406.44,0,17.4,12617.6,91,approved
25,32525.72,681,84528.62,1,1.1,2784.03,68,approved
58,152162.67,762,527995.4,4,17.8,12907.58,84,approved
59,63651.84,487,153101.38,0,36.8,5070.07,30,approved
64,170495.15,835,547129.19,0,40.0,14529.67,90,approved
35,74287.65,820,279498.66,1,14.1,6378.17,100,approved
57,151795.71,815,753963.5,1,23.6,12080.63,95,approved
29,73059.43,769,270712.21,0,8.8,6062.68,90,approved
51,102401.39,809,428099.34,2,19.9,8552.31,100,approved
49,176687.85,778,528267.89,0,12.6,14501.6,78,approved
60,93692.76,745,182662.14,1,28.3,7857.74,86,approved
34,101010.16,687,251104.88,1,11.2,8202.71,79,approved
65,82438.94,797,376116.52,0,12.6,7044.01,100,approved
64,132446.06,835,305525.64,5,27.8,11411.3,87,approved
31,44553.22,808,134434.42,2,8.1,3734.59,80,approved
27,69643.14,771,268025.35,0,6.4,5860.53,80,approved
41,35973.48,675,152629.43,1,10.8,3066.69,57,manual_review
40,44971.8,754,93752.76,1,14.9,3816.53,64,approved
61,190016.22,849,922493.54,0,16.9,15797.4,98,approved
37,38678.63,826,178514.19,0,13.0,3373.29,100,manual_review
50,46650.21,754,122728.17,5,26.2,3759.93,68,approved
39,75154.82,741,306789.09,1,14.7,6061.69,72,approved
38,44149.93,734,100857.65,2,15.0,3802.05,73,approved
62,57009.29,825,214051.93,4,23.2,4779.87,100,approved
57,114621.3,747,189490.76,1,19.1,9766.31,100,approved
48,80546.23,648,129044.87,1,15.9,6692.44,37,approved
62,62982.82,742,84019.68,4,18.9,5380.27,62,approved
31,81116.51,824,211027.38,2,8.0,7074.34,77,approved
34,177693.3,772,798040.36,0,14.5,14683.42,87,approved
32,175055.68,720,355483.74,3,10.8,14006.06,72,approved
49,126366.88,720,288383.05,1,19.1,10213.44,87,approved
50,63287.0,801,110553.68,1,25.2,5187.05,97,approved
44,77860.13,786,190510.66,0,12.7,6221.44,99,approved
41,156924.1,778,311459.75,3,16.2,13451.62,88,approved
31,55474.38,680,133037.51,2,8.8,4705.12,80,approved
47,172774.41,827,555428.06,1,13.1,14647.15,95,approved
24,76551.19,705,131794.87,1,2.8,6655.16,59,approved
52,65176.37,480,72767.89,0,4.0,5488.93,38,manual_review
32,184819.24,803,990317.59,3,14.0,15926.68,70,approved
35,55894.63,683,242073.15,1,13.4,4879.0,80,approved
41,31967.58,814,82697.68,5,10.3,2572.21,88,approved
64,107694.43,763,223772.72,1,27.5,9137.1,78,approved
29,44462.04,768,86034.93,2,7.4,3859.34,75,approved
34,62446.01,758,123319.9,2,11.4,5096.2,100,approved
35,82142.89,822,231994.89,3,5.5,6889.84,88,approved
27,48807.42,839,133004.62,2,6.7,4008.94,88,approved
24,44212.87,668,129854.88,2,3.4,3757.2,60,manual_review
49,103599.88,747,418562.16,3,26.4,8951.49,73,approved
46,69765.27,753,216512.54,3,15.9,5899.03,71,manual_review
31,34752.16,648,55665.29,0,5.8,2961.51,60,manual_review
35,101675.47,740,399836.77,3,15.0,8559.99,80,approved
43,93310.6,785,284177.47,1,17.5,7511.89,86,approved
22,32698.1,608,50003.66,1,3.1,2658.89,63,approved
32,61985.19,642,106612.3,3,5.4,5184.98,54,approved
24,38186.62,750,96128.51,0,5.2,3058.66,93,approved
57,169773.08,805,378865.38,1,21.8,14692.57,86,approved
54,121212.37,752,430519.83,5,23.2,10442.62,90,approved
47,66033.89,785,98736.44,0,25.4,5587.47,94,approved
60,80289.41,786,232680.65,1,40.0,6604.84,100,approved
49,47506.06,747,73721.93,1,20.3,4056.62,74,approved
64,47784.9,746,140952.77,3,16.4,4078.93,69,manual_review
65,57664.83,609,199863.61,2,26.0,4699.9,51,manual_review
40,74648.55,732,302725.96,1,18.0,6242.35,75,approved
47,68231.62,676,229591.07,3,19.7,5576.49,48,approved
23,73370.69,822,435757.03,2,2.3,5892.2,86,approved
45,78011.05,820,340869.62,1,17.6,6648.68,100,approved
59,143015.91,788,272793.48,0,36.0,11380.38,88,approved
54,121701.19,843,529022.98,2,14.3,9645.87,84,approved
27,81159.02,655,253711.8,3,2.9,7039.85,57,approved
26,30988.54,617,46333.11,1,7.3,2462.51,54,approved
25,31688.24,687,126428.48,4,5.5,2624.8,54,approved
57,76646.37,789,347268.13,5,12.6,6389.24,74,approved
39,46857.24,839,217749.49,1,13.1,3808.87,74,approved
44,62203.42,589,201094.45,1,12.7,5247.74,33,approved
30,79248.33,772,484532.28,2,9.8,6671.31,65,approved
48,190796.98,736,549683.77,4,17.7,15448.82,60,approved
65,189809.48,687,482222.55,4,23.4,16058.28,72,approved
49,67291.51,819,192965.02,2,22.8,5468.78,100,approved
42,167457.0,843,469597.93,0,19.2,14394.85,92,approved
27,49403.74,748,164288.85,0,6.4,3936.21,99,approved
24,37074.18,827,93197.96,4,4.0,3134.9,89,approved
64,81706.13,597,248792.69,2,21.5,6755.69,60,manual_review
45,69342.72,837,106402.28,0,10.5,5868.49,100,approved
43,199433.42,729,914869.45,0,18.1,16614.8,78,approved
32,40055.72,680,93255.07,1,10.0,3185.05,65,approved
49,80365.52,727,141857.47,0,18.3,6474.57,68,approved
62,76929.71,785,335617.08,2,17.8,6669.89,91,approved
34,80338.6,750,285932.3,0,10.9,7020.15,75,approved
39,34664.95,808,98685.39,1,12.2,2989.48,82,approved
55,79891.32,847,323865.97,4,16.7,6506.18,100,approved
49,70130.0,664,143058.09,0,24.2,5946.45,57,approved
55,157245.56,667,376830.77,2,23.5,12654.16,53,approved
45,49073.75,698,86176.23,1,14.8,3996.63,74,approved
39,68287.2,831,301091.45,0,12.1,5924.36,73,approved
29,76646.95,674,139332.42,0,2.9,6699.49,67,approved
53,96459.09,773,271165.1,4,18.9,7637.7,73,approved
26,81032.44,810,188729.74,4,4.1,6920.78,81,approved
22,30228.22,685,59301.25,3,1.0,2427.03,70,manual_review
59,108252.64,772,311540.75,1,19.3,8637.97,77,approved
30,38321.77,785,152804.61,2,8.5,3117.84,95,approved
52,131343.9,619,224648.94,0,15.7,10596.01,56,approved
35,75924.06,834,292342.58,0,8.4,6073.6,99,approved
46,91989.84,750,278887.19,3,20.6,7757.92,74,approved
58,141790.63,832,685301.22,3,19.4,11343.49,99,approved
52,113260.94,798,477778.96,3,19.4,9061.42,82,approved
25,77854.39,695,231373.41,1,5.0,6606.05,81,approved
63,125565.88,756,499532.75,2,25.6,10302.61,93,approved
27,42077.04,738,90975.27,0,8.1,3331.24,87,approved
35,118962.78,715,224453.95,0,9.9,9805.0,84,approved
28,79009.86,642,258823.65,0,9.0,6276.9,54,approved
33,34203.7,681,103073.17,1,10.5,2723.95,60,approved
53,77557.71,765,311365.39,1,21.2,6279.9,82,approved
30,155827.65,780,584036.76,2,6.7,13390.13,94,approved
41,145445.79,585,380125.66,0,15.0,11651.83,40,approved
60,81769.66,811,218694.29,1,20.0,6804.5,77,approved
55,143347.21,689,548258.54,0,28.7,11727.84,76,manual_review
22,38903.15,756,90752.8,3,4.0,3322.57,65,approved
41,46066.77,620,97382.32,1,8.0,3991.76,54,manual_review
49,75349.86,726,117950.31,1,18.0,6000.89,87,approved
44,45019.29,685,146277.31,1,11.4,3709.79,66,approved
61,85016.76,740,233596.94,1,22.4,7236.3,82,approved
40,188874.64,674,669070.77,0,10.5,15094.74,61,approved
51,84926.56,791,147762.33,3,21.1,7310.55,89,approved
62,71881.0,598,123872.11,0,18.4,5810.68,39,approved
25,39077.78,759,209637.05,1,7.0,3247.69,88,manual_review
23,37770.5,677,71679.33,2,2.4,3017.66,72,approved
32,48056.11,760,122169.97,1,12.8,4097.96,89,approved
52,85870.45,670,395415.6,1,22.9,7309.63,65,approved
30,81021.95,762,396530.77,2,9.4,6896.32,78,approved
37,132430.49,713,437958.49,2,18.9,10678.08,82,approved
27,55790.79,808,215556.52,2,4.9,4587.51,100,approved
22,31588.86,306,34212.33,0,3.0,2546.34,10,rejected
36,75664.86,749,225883.15,2,9.8,6052.18,73,approved
41,60870.73,832,146275.98,5,12.5,5112.83,96,approved
38,54059.35,741,216587.33,1,8.7,4590.82,82,approved
28,67091.46,777,360447.42,1,6.7,5685.78,83,approved
34,67446.7,797,302622.99,1,5.8,5645.36,100,approved
35,58965.35,831,233512.32,3,16.1,5097.03,78,approved
37,82294.15,691,269183.49,0,16.3,6971.77,58,approved
30,61182.18,564,95024.5,1,6.1,5015.87,37,approved
39,77644.75,749,140529.38,1,10.7,6293.2,88,approved
32,147774.34,783,663483.54,2,5.6,11906.76,83,approved
22,40550.95,826,128092.17,0,2.5,3329.69,93,approved
47,71512.86,635,228620.1,0,20.3,5787.63,90,approved
44,157583.18,763,733121.96,3,15.3,12632.37,72,approved
45,92125.51,793,525222.62,3,20.3,7316.15,81,approved
24,38916.01,671,131166.14,0,5.8,3322.15,54,approved
54,47733.77,831,211730.24,0,32.4,3861.33,88,approved
23,60034.68,301,140430.14,1,2.4,4854.8,0,manual_review
49,190220.55,704,405249.35,4,24.6,15206.34,61,approved
23,32963.5,748,126990.26,1,3.4,2667.12,82,approved
62,103192.52,732,306857.65,3,28.2,8417.68,71,approved
50,157542.95,743,348352.01,3,22.4,12542.62,75,approved
36,57943.35,639,123779.31,1,11.7,4705.57,81,approved
33,25796.05,690,42704.77,2,14.0,2167.27,55,manual_review
46,78087.72,618,210175.97,1,9.0,6788.9,61,approved
37,149370.7,711,543510.59,1,8.5,12290.85,59,approved
24,38754.19,721,135933.35,0,1.3,3196.63,86,manual_review
28,64526.49,764,194901.84,1,3.4,5638.3,79,approved
42,86728.83,686,381729.13,1,22.6,7356.03,54,manual_review
25,29216.77,681,58558.96,2,2.5,2529.54,49,approved
62,96716.3,831,201466.28,2,25.3,8357.27,98,approved
54,188624.71,839,502046.7,2,33.6,16020.5,99,approved
49,65805.71,722,179403.52,0,15.6,5386.85,73,approved
55,81928.21,796,317169.9,1,30.2,6883.89,71,approved
57,148740.89,759,423614.45,2,33.0,12307.36,74,approved
32,43976.2,617,85127.38,0,5.4,3792.83,57,manual_review
57,181563.66,707,237975.66,2,16.8,14900.95,88,approved
27,58999.11,682,193327.43,3,4.9,4939.49,73,manual_review
31,27054.56,591,42229.8,3,11.8,2221.18,36,approved
45,190828.17,767,557436.88,1,14.7,15854.0,80,approved
64,67943.1,693,210734.9,3,27.0,5559.18,72,approved
25,42918.49,700,63074.73,1,2.3,3455.75,86,manual_review
59,77798.32,766,247799.16,0,16.9,6319.44,98,approved
24,41569.32,790,177706.56,3,3.7,3436.72,62,manual_review
34,192410.82,709,566905.28,3,9.4,16522.21,63,approved
59,110441.5,772,421605.16,2,30.2,9426.94,80,approved
56,149086.51,765,454565.97,3,11.3,11874.83,81,approved
63,83824.07,749,197729.38,3,24.9,7165.43,74,approved
48,70783.73,677,208525.23,3,21.1,5973.88,60,approved
37,125058.28,752,503674.22,2,14.0,10163.66,91,approved
62,150141.07,685,333947.07,0,36.4,12186.63,70,approved
60,124492.81,808,516020.31,1,17.1,10183.26,87,approved
41,62102.36,813,154793.76,2,2.9,5241.11,100,approved
60,82246.88,798,244792.69,3,13.6,7054.47,82,approved
52,163970.44,806,301138.3,1,11.3,13060.68,100,approved
39,48170.22,830,137283.99,2,14.9,4174.23,100,approved
47,99169.34,675,214665.49,2,9.0,8638.86,61,approved
65,116803.06,740,492707.53,1,24.7,9632.4,88,approved
52,126365.5,804,603990.31,1,20.9,10465.83,100,approved
59,177129.94,789,992014.93,1,26.3,14095.58,84,approved
28,25244.58,683,70851.66,0,6.7,2151.68,81,approved
55,125460.63,832,596016.45,4,18.6,10912.03,73,approved
57,66619.22,800,404080.64,3,24.5,5366.68,82,approved
59,116561.77,809,372094.63,1,27.8,10169.83,95,approved
40,184707.88,822,637520.53,2,17.3,15097.91,100,approved
36,48889.52,618,101716.35,2,9.5,4263.18,49,approved
61,84219.33,599,290586.88,2,36.8,6867.14,74,approved
25,38752.02,790,163058.9,4,4.5,3308.08,84,approved
40,154797.87,592,291748.81,2,20.3,12734.45,39,approved
39,30711.39,771,108555.49,4,13.6,2593.18,83,manual_review
26,47154.7,843,104066.96,0,3.8,3814.97,95,approved
47,164094.93,801,610095.41,0,11.4,14281.29,82,approved
63,147516.31,759,323635.98,1,23.1,12862.75,64,approved
64,153311.32,610,411958.59,1,31.0,13375.04,58,approved
46,149696.71,805,372595.49,1,17.5,12855.97,100,approved
34,129423.84,765,652807.55,1,10.7,10678.82,100,approved
43,156821.53,771,447405.32,3,19.4,12873.35,71,approved
24,44865.06,706,168341.76,0,2.2,3811.72,75,approved
49,144138.56,672,424628.16,0,20.8,12537.42,60,approved
25,40916.91,627,129203.3,4,4.5,3500.65,51,approved
59,133096.24,749,324331.27,0,27.5,10831.76,66,approved
57,61946.05,700,147200.58,3,27.7,5174.4,76,approved
25,49028.03,671,193263.76,2,4.2,4196.35,56,manual_review
31,34854.75,841,202311.19,0,1.1,2962.26,100,manual_review
55,151054.15,773,679181.49,1,20.7,12963.04,77,approved
51,52287.72,686,228969.92,2,24.9,4516.13,52,manual_review
39,48511.21,645,79416.22,1,5.9,3953.55,65,approved
26,38228.03,753,106395.39,2,5.2,3098.74,79,approved
45,65584.55,708,180796.81,0,21.8,5595.46,88,approved
22,35833.19,683,103552.58,1,2.9,2845.96,70,approved
23,54025.38,700,186304.49,3,2.3,4408.12,76,approved
32,53093.45,670,147884.88,1,14.0,4455.49,72,approved
46,76168.82,746,309038.6,0,20.3,6544.41,81,approved
40,54576.27,680,182454.83,2,5.9,4516.0,57,approved
27,33556.22,682,145622.65,2,5.4,2712.89,100,approved
42,144150.5,589,249936.59,0,12.9,12116.71,57,manual_review
26,25730.98,679,80279.46,2,6.7,2230.84,62,manual_review
30,194456.38,771,909197.48,3,6.7,16885.76,78,approved
40,111993.72,845,451998.98,0,17.8,9584.76,100,approved
51,52829.06,770,217335.39,1,16.6,4505.8,72,approved
51,53072.16,812,177523.19,5,14.4,4326.78,95,approved
57,165573.69,613,368265.25,0,19.9,13585.66,41,approved
34,168001.6,849,370740.87,2,16.0,14281.63,100,approved
22,26430.37,671,61679.57,1,3.0,2252.88,73,approved
50,162366.93,725,363556.14,0,20.6,14113.35,58,approved
32,59210.28,714,152935.13,2,8.4,5005.66,62,approved
35,34523.12,646,98189.77,2,8.1,2844.54,64,manual_review
43,100889.87,749,532145.86,2,20.4,8076.53,90,approved
41,31573.11,582,35856.68,0,8.6,2607.56,59,manual_review
42,53614.94,709,167463.15,1,17.2,4489.5,91,approved
61,58320.44,726,251120.6,2,39.4,4711.64,86,approved
29,47693.42,494,126091.55,2,5.4,4151.23,47,manual_review
33,46661.2,598,124959.37,2,12.2,4077.33,69,approved
25,38741.82,836,154020.81,1,6.5,3377.41,95,approved
62,81679.07,790,237058.33,1,29.9,6821.39,87,approved
40,50761.9,826,140267.28,0,10.6,4067.19,100,approved
27,39557.53,703,56499.18,3,4.2,3328.84,68,approved
27,39513.11,802,69979.4,0,5.7,3189.51,92,manual_review
44,49484.63,738,134746.85,0,13.3,3919.82,72,approved
64,73678.03,588,98559.95,3,18.3,6185.6,54,approved
24,50944.12,720,180377.35,1,3.0,4148.04,80,approved
38,78378.86,736,192975.61,2,9.0,6802.02,86,approved
55,127615.88,846,418260.35,4,17.6,10762.42,90,approved
25,46156.4,795,176248.51,1,4.0,3846.18,78,approved
37,165990.08,762,353127.42,3,16.2,14374.03,79,approved
52,48278.92,683,217535.37,0,22.3,4166.12,68,manual_review
35,148087.58,840,515133.51,2,5.9,11830.63,100,approved
28,57000.79,712,96362.83,4,5.7,4710.82,59,approved
22,29331.91,341,63807.1,0,1.0,2362.85,0,rejected
25,50898.75,596,101724.89,0,2.5,4376.22,46,approved
51,100463.6,776,505953.22,3,12.9,8013.5,84,manual_review
38,171652.33,768,874400.17,1,16.3,14917.68,93,approved
40,134063.06,814,527805.69,1,10.2,10754.5,89,approved
56,59439.93,786,145481.39,1,24.9,4819.99,88,approved
50,180096.29,752,649189.07,2,21.5,14514.27,77,approved
46,141140.69,671,286758.62,2,18.5,11201.33,48,approved
37,31317.57,615,54913.77,1,9.3,2576.64,64,approved
47,82773.35,748,148333.64,4,14.0,7113.03,81,approved
60,48410.32,711,74123.75,3,17.2,4194.84,89,approved
64,125097.6,825,411676.4,1,21.7,10579.34,90,approved
23,35352.29,750,108517.75,0,4.6,2933.5,81,approved
37,62781.51,728,146999.57,5,12.8,5380.68,45,manual_review
65,104578.44,688,329041.58,1,30.6,8366.82,68,approved
43,63382.34,740,246598.71,2,12.0,5327.69,72,approved
28,32711.85,633,44864.6,0,3.7,2606.11,77,approved
46,71766.53,731,112363.48,1,21.7,5854.05,85,approved
56,88524.67,736,206073.13,3,26.4,7343.4,75,approved
23,33098.62,679,102741.29,2,2.1,2663.82,57,approved
40,81178.99,718,201278.01,1,4.0,6661.57,86,manual_review
45,79506.04,660,120389.59,2,27.0,6464.08,47,approved
41,93619.63,746,372110.53,2,15.4,7432.62,71,approved
58,141641.1,757,640565.57,2,33.0,12222.83,87,approved
22,31073.83,680,91940.32,3,2.9,2517.55,49,approved
34,49222.43,665,160649.83,1,10.4,4298.5,55,approved
37,76404.69,768,155664.4,2,17.2,6400.71,96,approved
35,78715.48,335,174092.35,2,7.0,6786.36,20,approved
22,30849.25,651,57631.17,2,2.3,2628.09,68,manual_review
44,170073.51,581,438444.89,3,18.3,13515.33,33,manual_review
22,32122.02,738,54274.92,1,1.3,2592.24,77,approved
54,112661.74,708,325617.05,0,13.9,9770.11,71,approved
52,159982.28,804,542013.64,0,21.7,13066.02,93,approved
55,49263.73,748,194964.59,2,33.6,4020.65,69,approved
64,122753.16,844,479274.36,1,7.9,10689.4,92,approved
55,176411.6,402,416946.46,3,9.4,14329.34,22,manual_review
38,66927.98,603,115227.53,1,3.8,5569.85,57,approved
38,46617.65,688,126571.74,1,13.2,3748.84,71,approved
47,162451.93,784,811829.17,2,18.3,14002.51,99,approved
63,46412.66,608,91742.56,3,22.6,3794.42,58,approved
50,56281.83,710,102143.2,1,10.9,4741.21,72,approved
43,65970.54,635,127747.33,3,14.2,5464.15,56,manual_review
